trade_id,account_id,related_group,symbol,side,volume,open_time,close_time,hold_seconds
N1296,ACC-5,ACC-5,USDJPY,BUY,0.84,2026-09-18 09:11:38.000000,2026-09-18 12:28:42.000000,11824.0
N1212,ACC-1,ACC-1,AUDUSD,BUY,1.31,2026-09-18 09:22:21.000000,2026-09-18 09:50:06.000000,1665.0
N1142,ACC-6,ACC-6,AUDUSD,SELL,1.94,2026-09-18 10:33:04.000000,2026-09-18 12:16:46.000000,6222.0
N1390,ACC-7,ACC-7,EURUSD,SELL,0.62,2026-09-18 07:40:40.000000,2026-09-18 08:15:13.000000,2073.0
N1285,ACC-3,ACC-3,AUDUSD,SELL,0.63,2026-09-18 08:34:41.000000,2026-09-18 10:27:35.000000,6774.0
N1156,ACC-9,ACC-9,EURUSD,SELL,0.3,2026-09-18 07:35:12.000000,2026-09-18 08:29:04.000000,3232.0
N1304,ACC-2,ACC-2,GBPUSD,BUY,0.49,2026-09-18 12:53:05.000000,2026-09-18 15:33:08.000000,9603.0
SCALP6,ACC-3,ACC-3,EURUSD,BUY,0.37,2026-09-18 08:02:36.559183,2026-09-18 08:02:39.434976,2.875793
N1291,ACC-4,ACC-4,AUDUSD,BUY,0.62,2026-09-18 11:47:17.000000,2026-09-18 12:43:43.000000,3386.0
N1145,ACC-5,ACC-5,USDJPY,BUY,1.8,2026-09-18 08:31:26.000000,2026-09-18 08:52:52.000000,1286.0
N1288,ACC-4,ACC-4,AUDUSD,BUY,1.41,2026-09-18 12:17:15.000000,2026-09-18 15:20:06.000000,10971.0
N1085,ACC-5,ACC-5,AUDUSD,SELL,1.08,2026-09-18 12:23:39.000000,2026-09-18 15:00:41.000000,9422.0
N1154,ACC-3,ACC-3,EURUSD,BUY,0.74,2026-09-18 10:20:48.000000,2026-09-18 13:09:26.000000,10118.0
N1174,ACC-4,ACC-4,AUDUSD,SELL,0.46,2026-09-18 08:16:03.000000,2026-09-18 10:24:50.000000,7727.0
N1348,ACC-4,ACC-4,AUDUSD,SELL,0.58,2026-09-18 09:25:25.000000,2026-09-18 09:49:11.000000,1426.0
N1116,ACC-1,ACC-1,EURUSD,SELL,0.61,2026-09-18 10:28:50.000000,2026-09-18 13:02:46.000000,9236.0
N1181,ACC-5,ACC-5,EURUSD,SELL,0.31,2026-09-18 12:51:26.000000,2026-09-18 14:41:00.000000,6574.0
N1079,ACC-2,ACC-2,EURUSD,BUY,1.74,2026-09-18 11:36:35.000000,2026-09-18 14:19:16.000000,9761.0
N1197,ACC-3,ACC-3,EURUSD,SELL,1.17,2026-09-18 07:05:16.000000,2026-09-18 09:10:15.000000,7499.0
N1074,ACC-7,ACC-7,EURUSD,SELL,1.4,2026-09-18 11:27:18.000000,2026-09-18 13:41:29.000000,8051.0
N1040,ACC-1,ACC-1,AUDUSD,BUY,0.41,2026-09-18 08:12:55.000000,2026-09-18 08:43:40.000000,1845.0
N1375,ACC-2,ACC-2,EURUSD,BUY,1.24,2026-09-18 12:53:06.000000,2026-09-18 15:43:09.000000,10203.0
N1374,ACC-7,ACC-7,AUDUSD,BUY,0.6,2026-09-18 07:41:26.000000,2026-09-18 11:19:43.000000,13097.0
WASH_A,ACC-9,GROUP-X,USDJPY,BUY,3.0,2026-09-18 10:00:00.000000,2026-09-18 10:05:00.000000,300.0
N1162,ACC-2,ACC-2,EURUSD,SELL,0.88,2026-09-18 07:34:32.000000,2026-09-18 09:56:49.000000,8537.0
SCALP10,ACC-3,ACC-3,EURUSD,BUY,0.24,2026-09-18 08:04:13.536542,2026-09-18 08:04:15.324728,1.788186
N1128,ACC-8,ACC-8,USDJPY,SELL,0.98,2026-09-18 08:49:57.000000,2026-09-18 10:06:06.000000,4569.0
N1370,ACC-9,ACC-9,GBPUSD,BUY,1.41,2026-09-18 12:51:42.000000,2026-09-18 14:19:12.000000,5250.0
N1020,ACC-3,ACC-3,EURUSD,BUY,1.97,2026-09-18 11:51:22.000000,2026-09-18 13:42:42.000000,6680.0
N1345,ACC-9,ACC-9,USDJPY,BUY,0.38,2026-09-18 07:16:04.000000,2026-09-18 07:23:06.000000,422.0
N1001,ACC-1,ACC-1,AUDUSD,BUY,1.33,2026-09-18 08:25:39.000000,2026-09-18 08:57:03.000000,1884.0
N1320,ACC-1,ACC-1,USDJPY,BUY,0.89,2026-09-18 11:21:53.000000,2026-09-18 13:45:24.000000,8611.0
N1275,ACC-7,ACC-7,AUDUSD,BUY,0.35,2026-09-18 10:59:47.000000,2026-09-18 12:28:25.000000,5318.0
N1249,ACC-2,ACC-2,GBPUSD,BUY,0.85,2026-09-18 07:18:18.000000,2026-09-18 09:15:51.000000,7053.0
N1248,ACC-4,ACC-4,EURUSD,SELL,0.48,2026-09-18 11:51:40.000000,2026-09-18 13:33:01.000000,6081.0
N1259,ACC-3,ACC-3,USDJPY,BUY,1.98,2026-09-18 12:28:40.000000,2026-09-18 14:10:06.000000,6086.0
N1392,ACC-2,ACC-2,GBPUSD,SELL,0.93,2026-09-18 10:08:45.000000,2026-09-18 11:53:37.000000,6292.0
N1034,ACC-6,ACC-6,USDJPY,SELL,1.32,2026-09-18 10:43:04.000000,2026-09-18 12:19:09.000000,5765.0
N1306,ACC-10,ACC-10,AUDUSD,BUY,1.76,2026-09-18 12:43:35.000000,2026-09-18 14:07:38.000000,5043.0
N1376,ACC-2,ACC-2,USDJPY,BUY,1.04,2026-09-18 10:50:17.000000,2026-09-18 11:00:47.000000,630.0
N1069,ACC-7,ACC-7,AUDUSD,BUY,0.33,2026-09-18 08:06:49.000000,2026-09-18 09:07:10.000000,3621.0
N1087,ACC-3,ACC-3,GBPUSD,BUY,0.17,2026-09-18 11:22:41.000000,2026-09-18 14:23:44.000000,10863.0
N1097,ACC-6,ACC-6,USDJPY,BUY,1.49,2026-09-18 11:15:36.000000,2026-09-18 12:00:42.000000,2706.0
N1114,ACC-6,ACC-6,AUDUSD,BUY,1.8,2026-09-18 12:57:13.000000,2026-09-18 16:25:10.000000,12477.0
N1301,ACC-1,ACC-1,EURUSD,SELL,1.09,2026-09-18 10:12:55.000000,2026-09-18 11:40:01.000000,5226.0
N1363,ACC-5,ACC-5,USDJPY,SELL,0.72,2026-09-18 09:05:59.000000,2026-09-18 09:19:10.000000,791.0
N1209,ACC-5,ACC-5,AUDUSD,SELL,1.71,2026-09-18 11:41:56.000000,2026-09-18 12:54:41.000000,4365.0
N1307,ACC-5,ACC-5,EURUSD,BUY,1.22,2026-09-18 11:57:46.000000,2026-09-18 14:55:46.000000,10680.0
N1196,ACC-4,ACC-4,USDJPY,SELL,1.84,2026-09-18 08:36:37.000000,2026-09-18 11:19:17.000000,9760.0
N1284,ACC-2,ACC-2,AUDUSD,SELL,1.73,2026-09-18 09:24:31.000000,2026-09-18 10:00:33.000000,2162.0
N1167,ACC-3,ACC-3,USDJPY,BUY,0.14,2026-09-18 12:07:06.000000,2026-09-18 14:12:43.000000,7537.0
N1104,ACC-1,ACC-1,EURUSD,BUY,0.44,2026-09-18 11:37:46.000000,2026-09-18 14:33:10.000000,10524.0
SCALP9,ACC-3,ACC-3,EURUSD,SELL,0.31,2026-09-18 08:03:42.819334,2026-09-18 08:03:44.604920,1.785586
N1077,ACC-5,ACC-5,USDJPY,BUY,1.64,2026-09-18 10:22:43.000000,2026-09-18 12:27:00.000000,7457.0
N1192,ACC-8,ACC-8,EURUSD,BUY,1.18,2026-09-18 07:23:03.000000,2026-09-18 07:39:53.000000,1010.0
N1054,ACC-8,ACC-8,USDJPY,BUY,1.01,2026-09-18 08:06:33.000000,2026-09-18 11:07:17.000000,10844.0
N1019,ACC-3,ACC-3,EURUSD,BUY,1.47,2026-09-18 09:48:55.000000,2026-09-18 12:01:31.000000,7956.0
N1391,ACC-2,ACC-2,EURUSD,BUY,1.38,2026-09-18 11:41:22.000000,2026-09-18 12:21:45.000000,2423.0
N1178,ACC-10,ACC-10,AUDUSD,BUY,0.99,2026-09-18 07:42:11.000000,2026-09-18 09:22:18.000000,6007.0
N1257,ACC-3,ACC-3,EURUSD,BUY,1.44,2026-09-18 07:57:18.000000,2026-09-18 11:20:38.000000,12200.0
N1255,ACC-1,ACC-1,GBPUSD,BUY,0.79,2026-09-18 07:51:43.000000,2026-09-18 11:05:42.000000,11639.0
N1215,ACC-3,ACC-3,EURUSD,BUY,1.6,2026-09-18 11:36:32.000000,2026-09-18 13:28:03.000000,6691.0
N1343,ACC-5,ACC-5,EURUSD,BUY,1.98,2026-09-18 07:59:57.000000,2026-09-18 08:28:52.000000,1735.0
N1193,ACC-2,ACC-2,EURUSD,SELL,1.78,2026-09-18 10:24:20.000000,2026-09-18 11:57:53.000000,5613.0
N1130,ACC-6,ACC-6,GBPUSD,BUY,1.27,2026-09-18 10:38:55.000000,2026-09-18 12:14:45.000000,5750.0
N1378,ACC-2,ACC-2,GBPUSD,BUY,1.04,2026-09-18 07:36:28.000000,2026-09-18 09:12:24.000000,5756.0
N1100,ACC-7,ACC-7,GBPUSD,BUY,0.16,2026-09-18 11:43:24.000000,2026-09-18 14:18:14.000000,9290.0
N1171,ACC-10,ACC-10,EURUSD,BUY,0.15,2026-09-18 10:45:41.000000,2026-09-18 14:28:02.000000,13341.0
N1360,ACC-4,ACC-4,AUDUSD,SELL,1.38,2026-09-18 08:02:06.000000,2026-09-18 09:59:28.000000,7042.0
N1315,ACC-7,ACC-7,AUDUSD,SELL,0.23,2026-09-18 10:35:41.000000,2026-09-18 12:48:39.000000,7978.0
N1387,ACC-8,ACC-8,AUDUSD,SELL,0.9,2026-09-18 09:03:51.000000,2026-09-18 10:33:30.000000,5379.0
N1143,ACC-3,ACC-3,GBPUSD,SELL,0.83,2026-09-18 07:59:28.000000,2026-09-18 11:50:11.000000,13843.0
N1298,ACC-1,ACC-1,GBPUSD,SELL,1.36,2026-09-18 07:52:59.000000,2026-09-18 09:10:36.000000,4657.0
N1281,ACC-9,ACC-9,AUDUSD,SELL,1.28,2026-09-18 07:21:07.000000,2026-09-18 08:10:03.000000,2936.0
N1202,ACC-8,ACC-8,USDJPY,SELL,0.1,2026-09-18 09:56:17.000000,2026-09-18 12:17:37.000000,8480.0
N1200,ACC-2,ACC-2,EURUSD,BUY,0.23,2026-09-18 11:11:22.000000,2026-09-18 12:34:50.000000,5008.0
N1148,ACC-10,ACC-10,GBPUSD,SELL,0.89,2026-09-18 07:46:06.000000,2026-09-18 10:31:54.000000,9948.0
N1268,ACC-10,ACC-10,EURUSD,BUY,1.77,2026-09-18 07:49:36.000000,2026-09-18 10:31:12.000000,9696.0
N1121,ACC-4,ACC-4,AUDUSD,BUY,0.79,2026-09-18 10:00:25.000000,2026-09-18 11:38:44.000000,5899.0
N1136,ACC-5,ACC-5,AUDUSD,SELL,1.14,2026-09-18 10:37:57.000000,2026-09-18 12:41:15.000000,7398.0
SCALP8,ACC-3,ACC-3,EURUSD,BUY,0.16,2026-09-18 08:03:05.332423,2026-09-18 08:03:08.575732,3.243309
N1367,ACC-5,ACC-5,EURUSD,BUY,0.3,2026-09-18 08:25:41.000000,2026-09-18 10:46:26.000000,8445.0
N1057,ACC-8,ACC-8,EURUSD,BUY,1.03,2026-09-18 08:24:31.000000,2026-09-18 11:42:01.000000,11850.0
N1194,ACC-5,ACC-5,USDJPY,SELL,1.59,2026-09-18 08:07:55.000000,2026-09-18 09:19:59.000000,4324.0
N1270,ACC-6,ACC-6,AUDUSD,BUY,1.98,2026-09-18 08:54:09.000000,2026-09-18 10:31:54.000000,5865.0
N1325,ACC-3,ACC-3,EURUSD,BUY,1.67,2026-09-18 07:35:15.000000,2026-09-18 11:25:42.000000,13827.0
N1063,ACC-10,ACC-10,AUDUSD,SELL,1.0,2026-09-18 08:47:17.000000,2026-09-18 10:08:44.000000,4887.0
N1070,ACC-10,ACC-10,EURUSD,BUY,1.99,2026-09-18 10:59:11.000000,2026-09-18 11:40:34.000000,2483.0
N1305,ACC-4,ACC-4,USDJPY,BUY,0.49,2026-09-18 08:32:27.000000,2026-09-18 09:05:24.000000,1977.0
N1271,ACC-2,ACC-2,AUDUSD,SELL,0.29,2026-09-18 11:31:10.000000,2026-09-18 13:01:15.000000,5405.0
N1339,ACC-7,ACC-7,EURUSD,BUY,0.11,2026-09-18 09:47:36.000000,2026-09-18 12:21:07.000000,9211.0
N1266,ACC-2,ACC-2,EURUSD,BUY,1.03,2026-09-18 11:16:24.000000,2026-09-18 12:16:00.000000,3576.0
N1311,ACC-9,ACC-9,GBPUSD,BUY,1.26,2026-09-18 07:11:21.000000,2026-09-18 09:28:00.000000,8199.0
N1379,ACC-5,ACC-5,GBPUSD,BUY,1.55,2026-09-18 10:31:24.000000,2026-09-18 11:01:46.000000,1822.0
N1169,ACC-8,ACC-8,EURUSD,SELL,1.09,2026-09-18 09:32:27.000000,2026-09-18 12:16:20.000000,9833.0
N1036,ACC-9,ACC-9,GBPUSD,BUY,1.69,2026-09-18 11:20:38.000000,2026-09-18 12:38:22.000000,4664.0
N1243,ACC-2,ACC-2,USDJPY,SELL,1.59,2026-09-18 07:33:36.000000,2026-09-18 08:45:13.000000,4297.0
N1082,ACC-4,ACC-4,EURUSD,BUY,1.95,2026-09-18 11:28:23.000000,2026-09-18 15:12:57.000000,13474.0
N1260,ACC-8,ACC-8,USDJPY,SELL,1.78,2026-09-18 09:59:47.000000,2026-09-18 12:46:18.000000,9991.0
N1022,ACC-7,ACC-7,GBPUSD,BUY,1.96,2026-09-18 12:48:36.000000,2026-09-18 12:58:02.000000,566.0
N1389,ACC-1,ACC-1,GBPUSD,SELL,1.88,2026-09-18 09:59:15.000000,2026-09-18 11:28:56.000000,5381.0
N1239,ACC-8,ACC-8,EURUSD,BUY,0.42,2026-09-18 08:33:18.000000,2026-09-18 12:26:37.000000,13999.0
N1220,ACC-7,ACC-7,EURUSD,SELL,0.68,2026-09-18 11:07:53.000000,2026-09-18 14:52:31.000000,13478.0
N1013,ACC-7,ACC-7,USDJPY,SELL,1.2,2026-09-18 07:04:57.000000,2026-09-18 09:09:06.000000,7449.0
N1322,ACC-10,ACC-10,GBPUSD,BUY,0.72,2026-09-18 09:00:21.000000,2026-09-18 09:40:55.000000,2434.0
N1160,ACC-2,ACC-2,AUDUSD,SELL,0.13,2026-09-18 11:21:36.000000,2026-09-18 12:58:48.000000,5832.0
N1072,ACC-4,ACC-4,EURUSD,BUY,1.35,2026-09-18 07:39:19.000000,2026-09-18 08:56:14.000000,4615.0
N1177,ACC-7,ACC-7,GBPUSD,BUY,1.33,2026-09-18 11:29:41.000000,2026-09-18 12:56:55.000000,5234.0
N1276,ACC-1,ACC-1,USDJPY,SELL,0.9,2026-09-18 12:22:28.000000,2026-09-18 12:52:31.000000,1803.0
N1035,ACC-3,ACC-3,AUDUSD,SELL,1.92,2026-09-18 11:42:58.000000,2026-09-18 12:22:12.000000,2354.0
N1207,ACC-5,ACC-5,AUDUSD,BUY,1.16,2026-09-18 08:31:48.000000,2026-09-18 10:26:52.000000,6904.0
N1225,ACC-8,ACC-8,AUDUSD,SELL,1.54,2026-09-18 12:30:20.000000,2026-09-18 12:57:41.000000,1641.0
N1120,ACC-6,ACC-6,AUDUSD,SELL,1.9,2026-09-18 12:34:14.000000,2026-09-18 12:39:16.000000,302.0
N1216,ACC-2,ACC-2,AUDUSD,SELL,0.24,2026-09-18 10:50:18.000000,2026-09-18 10:58:08.000000,470.0
N1029,ACC-8,ACC-8,USDJPY,SELL,0.22,2026-09-18 10:14:15.000000,2026-09-18 13:24:25.000000,11410.0
N1188,ACC-6,ACC-6,USDJPY,SELL,1.98,2026-09-18 09:44:48.000000,2026-09-18 13:36:31.000000,13903.0
N1383,ACC-2,ACC-2,GBPUSD,BUY,1.14,2026-09-18 12:31:44.000000,2026-09-18 14:12:37.000000,6053.0
N1180,ACC-5,ACC-5,GBPUSD,SELL,0.73,2026-09-18 08:57:12.000000,2026-09-18 09:39:12.000000,2520.0
N1233,ACC-7,ACC-7,USDJPY,SELL,0.8,2026-09-18 08:10:02.000000,2026-09-18 09:29:40.000000,4778.0
N1334,ACC-4,ACC-4,USDJPY,BUY,1.3,2026-09-18 11:21:26.000000,2026-09-18 12:31:01.000000,4175.0
N1165,ACC-7,ACC-7,GBPUSD,SELL,1.73,2026-09-18 09:13:49.000000,2026-09-18 09:39:23.000000,1534.0
N1126,ACC-8,ACC-8,AUDUSD,BUY,0.3,2026-09-18 10:49:04.000000,2026-09-18 13:56:45.000000,11261.0
N1396,ACC-4,ACC-4,AUDUSD,BUY,0.19,2026-09-18 07:00:43.000000,2026-09-18 10:05:55.000000,11112.0
N1264,ACC-6,ACC-6,EURUSD,BUY,1.49,2026-09-18 10:42:26.000000,2026-09-18 11:30:28.000000,2882.0
N1064,ACC-8,ACC-8,EURUSD,SELL,1.69,2026-09-18 10:56:22.000000,2026-09-18 13:35:49.000000,9567.0
N1351,ACC-4,ACC-4,USDJPY,BUY,1.4,2026-09-18 11:44:59.000000,2026-09-18 13:42:39.000000,7060.0
N1214,ACC-6,ACC-6,AUDUSD,SELL,0.22,2026-09-18 09:44:37.000000,2026-09-18 10:03:55.000000,1158.0
N1364,ACC-8,ACC-8,USDJPY,BUY,0.27,2026-09-18 11:31:31.000000,2026-09-18 13:09:58.000000,5907.0
N1350,ACC-3,ACC-3,EURUSD,BUY,0.91,2026-09-18 12:24:06.000000,2026-09-18 13:05:39.000000,2493.0
N1175,ACC-6,ACC-6,USDJPY,BUY,1.37,2026-09-18 08:07:21.000000,2026-09-18 11:37:54.000000,12633.0
N1172,ACC-7,ACC-7,AUDUSD,BUY,2.0,2026-09-18 08:30:58.000000,2026-09-18 10:03:52.000000,5574.0
N1332,ACC-4,ACC-4,USDJPY,SELL,0.1,2026-09-18 08:05:15.000000,2026-09-18 11:41:49.000000,12994.0
N1032,ACC-3,ACC-3,EURUSD,SELL,1.14,2026-09-18 09:16:54.000000,2026-09-18 10:46:23.000000,5369.0
N1031,ACC-8,ACC-8,USDJPY,SELL,1.92,2026-09-18 10:05:43.000000,2026-09-18 13:03:37.000000,10674.0
N1232,ACC-5,ACC-5,USDJPY,BUY,1.77,2026-09-18 08:12:32.000000,2026-09-18 10:36:05.000000,8613.0
N1235,ACC-7,ACC-7,USDJPY,SELL,1.66,2026-09-18 12:23:00.000000,2026-09-18 15:28:01.000000,11101.0
N1187,ACC-1,ACC-1,USDJPY,SELL,0.96,2026-09-18 12:57:39.000000,2026-09-18 13:31:51.000000,2052.0
N1173,ACC-3,ACC-3,USDJPY,BUY,0.9,2026-09-18 07:41:54.000000,2026-09-18 09:23:17.000000,6083.0
N1381,ACC-2,ACC-2,USDJPY,BUY,0.29,2026-09-18 11:43:34.000000,2026-09-18 15:19:52.000000,12978.0
N1303,ACC-10,ACC-10,GBPUSD,BUY,1.83,2026-09-18 12:08:06.000000,2026-09-18 13:31:04.000000,4978.0
N1038,ACC-7,ACC-7,USDJPY,SELL,1.47,2026-09-18 07:15:05.000000,2026-09-18 08:08:59.000000,3234.0
N1265,ACC-6,ACC-6,USDJPY,BUY,0.69,2026-09-18 08:07:26.000000,2026-09-18 10:29:37.000000,8531.0
N1372,ACC-8,ACC-8,USDJPY,SELL,1.5,2026-09-18 09:55:57.000000,2026-09-18 13:12:30.000000,11793.0
N1014,ACC-1,ACC-1,GBPUSD,BUY,0.33,2026-09-18 09:14:23.000000,2026-09-18 12:58:39.000000,13456.0
N1094,ACC-3,ACC-3,EURUSD,SELL,0.65,2026-09-18 09:11:02.000000,2026-09-18 12:30:40.000000,11978.0
N1016,ACC-8,ACC-8,EURUSD,SELL,1.73,2026-09-18 07:20:00.000000,2026-09-18 09:18:43.000000,7123.0
N1341,ACC-5,ACC-5,USDJPY,BUY,0.93,2026-09-18 11:44:19.000000,2026-09-18 11:46:49.000000,150.0
N1217,ACC-10,ACC-10,USDJPY,BUY,1.4,2026-09-18 09:56:33.000000,2026-09-18 11:35:56.000000,5963.0
N1289,ACC-9,ACC-9,EURUSD,BUY,1.58,2026-09-18 09:47:20.000000,2026-09-18 10:14:55.000000,1655.0
N1078,ACC-7,ACC-7,GBPUSD,BUY,1.46,2026-09-18 12:57:43.000000,2026-09-18 14:31:29.000000,5626.0
N1091,ACC-9,ACC-9,USDJPY,BUY,0.63,2026-09-18 08:28:13.000000,2026-09-18 11:53:37.000000,12324.0
N1183,ACC-8,ACC-8,GBPUSD,BUY,0.6,2026-09-18 11:57:50.000000,2026-09-18 12:01:46.000000,236.0
N1323,ACC-2,ACC-2,EURUSD,SELL,1.34,2026-09-18 11:54:45.000000,2026-09-18 14:52:55.000000,10690.0
N1267,ACC-8,ACC-8,USDJPY,BUY,0.91,2026-09-18 12:36:27.000000,2026-09-18 14:39:41.000000,7394.0
N1190,ACC-10,ACC-10,AUDUSD,BUY,1.86,2026-09-18 09:43:24.000000,2026-09-18 13:27:06.000000,13422.0
SCALP4,ACC-3,ACC-3,EURUSD,BUY,0.49,2026-09-18 08:01:29.468791,2026-09-18 08:01:32.234360,2.765569
N1109,ACC-8,ACC-8,GBPUSD,BUY,0.36,2026-09-18 11:23:54.000000,2026-09-18 11:48:19.000000,1465.0
N1356,ACC-6,ACC-6,USDJPY,BUY,1.51,2026-09-18 10:22:53.000000,2026-09-18 11:57:36.000000,5683.0
N1135,ACC-10,ACC-10,GBPUSD,SELL,0.14,2026-09-18 07:14:46.000000,2026-09-18 10:01:54.000000,10028.0
N1245,ACC-4,ACC-4,GBPUSD,BUY,0.43,2026-09-18 10:59:26.000000,2026-09-18 14:39:10.000000,13184.0
N1274,ACC-9,ACC-9,AUDUSD,SELL,1.35,2026-09-18 12:35:55.000000,2026-09-18 15:55:22.000000,11967.0
N1147,ACC-9,ACC-9,AUDUSD,SELL,0.54,2026-09-18 11:23:54.000000,2026-09-18 13:48:47.000000,8693.0
N1105,ACC-7,ACC-7,GBPUSD,BUY,0.26,2026-09-18 09:51:25.000000,2026-09-18 13:27:51.000000,12986.0
N1294,ACC-5,ACC-5,EURUSD,BUY,1.81,2026-09-18 12:46:26.000000,2026-09-18 13:16:56.000000,1830.0
N1324,ACC-1,ACC-1,GBPUSD,BUY,1.02,2026-09-18 12:36:07.000000,2026-09-18 15:42:08.000000,11161.0
N1258,ACC-1,ACC-1,AUDUSD,SELL,1.48,2026-09-18 07:43:35.000000,2026-09-18 09:57:16.000000,8021.0
N1287,ACC-7,ACC-7,AUDUSD,BUY,0.64,2026-09-18 07:19:23.000000,2026-09-18 08:12:52.000000,3209.0
N1397,ACC-6,ACC-6,USDJPY,SELL,1.04,2026-09-18 07:40:06.000000,2026-09-18 09:44:03.000000,7437.0
N1179,ACC-10,ACC-10,EURUSD,BUY,0.45,2026-09-18 10:54:18.000000,2026-09-18 11:18:10.000000,1432.0
N1361,ACC-4,ACC-4,USDJPY,BUY,0.85,2026-09-18 12:07:52.000000,2026-09-18 12:18:23.000000,631.0
N1164,ACC-2,ACC-2,GBPUSD,SELL,1.94,2026-09-18 12:02:12.000000,2026-09-18 14:13:06.000000,7854.0
N1110,ACC-5,ACC-5,AUDUSD,SELL,0.35,2026-09-18 11:53:08.000000,2026-09-18 12:16:01.000000,1373.0
N1256,ACC-10,ACC-10,AUDUSD,SELL,1.65,2026-09-18 12:42:34.000000,2026-09-18 14:01:42.000000,4748.0
N1314,ACC-2,ACC-2,GBPUSD,BUY,1.25,2026-09-18 09:33:30.000000,2026-09-18 13:14:07.000000,13237.0
N1005,ACC-3,ACC-3,GBPUSD,BUY,1.95,2026-09-18 07:02:54.000000,2026-09-18 08:00:35.000000,3461.0
N1144,ACC-9,ACC-9,USDJPY,BUY,1.78,2026-09-18 08:56:10.000000,2026-09-18 10:16:54.000000,4844.0
N1103,ACC-1,ACC-1,EURUSD,SELL,1.68,2026-09-18 11:03:30.000000,2026-09-18 12:27:32.000000,5042.0
N1210,ACC-8,ACC-8,EURUSD,BUY,1.41,2026-09-18 08:00:21.000000,2026-09-18 09:32:42.000000,5541.0
N1041,ACC-6,ACC-6,GBPUSD,SELL,0.47,2026-09-18 07:19:28.000000,2026-09-18 09:13:25.000000,6837.0
N1362,ACC-7,ACC-7,USDJPY,BUY,0.76,2026-09-18 10:45:16.000000,2026-09-18 12:16:33.000000,5477.0
N1137,ACC-10,ACC-10,EURUSD,BUY,1.62,2026-09-18 10:18:08.000000,2026-09-18 13:00:42.000000,9754.0
N1377,ACC-8,ACC-8,USDJPY,SELL,1.54,2026-09-18 12:14:08.000000,2026-09-18 13:24:52.000000,4244.0
N1254,ACC-7,ACC-7,AUDUSD,BUY,0.48,2026-09-18 12:17:52.000000,2026-09-18 13:26:43.000000,4131.0
N1146,ACC-7,ACC-7,GBPUSD,BUY,1.35,2026-09-18 12:11:15.000000,2026-09-18 14:46:16.000000,9301.0
N1125,ACC-10,ACC-10,AUDUSD,BUY,0.94,2026-09-18 08:27:42.000000,2026-09-18 10:53:38.000000,8756.0
N1086,ACC-4,ACC-4,GBPUSD,SELL,0.22,2026-09-18 07:20:15.000000,2026-09-18 07:29:48.000000,573.0
N1030,ACC-10,ACC-10,EURUSD,SELL,0.79,2026-09-18 09:33:22.000000,2026-09-18 13:21:56.000000,13714.0
N1065,ACC-5,ACC-5,AUDUSD,SELL,0.37,2026-09-18 11:21:16.000000,2026-09-18 14:31:36.000000,11420.0
N1203,ACC-8,ACC-8,AUDUSD,SELL,0.4,2026-09-18 08:58:11.000000,2026-09-18 10:10:35.000000,4344.0
N1205,ACC-7,ACC-7,AUDUSD,SELL,0.43,2026-09-18 08:15:48.000000,2026-09-18 10:30:25.000000,8077.0
N1044,ACC-7,ACC-7,EURUSD,SELL,1.93,2026-09-18 12:00:20.000000,2026-09-18 14:48:22.000000,10082.0
N1027,ACC-5,ACC-5,USDJPY,SELL,0.87,2026-09-18 08:20:00.000000,2026-09-18 08:51:14.000000,1874.0
N1080,ACC-8,ACC-8,GBPUSD,SELL,1.77,2026-09-18 11:22:23.000000,2026-09-18 12:51:09.000000,5326.0
N1113,ACC-4,ACC-4,USDJPY,SELL,1.78,2026-09-18 07:39:15.000000,2026-09-18 09:34:35.000000,6920.0
N1399,ACC-10,ACC-10,EURUSD,BUY,1.17,2026-09-18 07:52:41.000000,2026-09-18 11:38:03.000000,13522.0
N1204,ACC-6,ACC-6,GBPUSD,SELL,0.27,2026-09-18 10:12:38.000000,2026-09-18 10:34:44.000000,1326.0
N1007,ACC-4,ACC-4,GBPUSD,BUY,1.94,2026-09-18 10:29:17.000000,2026-09-18 11:51:22.000000,4925.0
N1208,ACC-9,ACC-9,USDJPY,SELL,0.66,2026-09-18 07:58:53.000000,2026-09-18 08:52:55.000000,3242.0
N1158,ACC-7,ACC-7,AUDUSD,SELL,0.11,2026-09-18 12:26:05.000000,2026-09-18 14:08:49.000000,6164.0
N1112,ACC-4,ACC-4,USDJPY,BUY,1.04,2026-09-18 09:15:51.000000,2026-09-18 09:29:27.000000,816.0
N1231,ACC-10,ACC-10,AUDUSD,SELL,1.76,2026-09-18 11:44:42.000000,2026-09-18 14:30:05.000000,9923.0
N1228,ACC-8,ACC-8,USDJPY,SELL,1.73,2026-09-18 08:29:06.000000,2026-09-18 12:08:34.000000,13168.0
N1008,ACC-1,ACC-1,USDJPY,SELL,0.42,2026-09-18 08:19:34.000000,2026-09-18 09:32:06.000000,4352.0
N1073,ACC-1,ACC-1,EURUSD,SELL,1.77,2026-09-18 08:13:21.000000,2026-09-18 08:16:34.000000,193.0
SCALP0,ACC-3,ACC-3,EURUSD,BUY,0.31,2026-09-18 08:00:00.000000,2026-09-18 08:00:01.341885,1.341885
N1118,ACC-8,ACC-8,USDJPY,SELL,0.16,2026-09-18 11:56:13.000000,2026-09-18 15:25:16.000000,12543.0
N1189,ACC-3,ACC-3,EURUSD,SELL,0.2,2026-09-18 08:55:48.000000,2026-09-18 11:20:40.000000,8692.0
